"sofifa_id","short_name","age","day_birthday","height_cm","weight_kg","nationality","club","overall","potential","value_eur","wage_eur","player_positions","weak_foot","skill_moves"
"221992","H. Lozano","23","34910","175","70","Mexico","PSV","82","86","29000000","26000","RW","Right","3"
"227055","Gelson Martins","24","34830","173","74","Portugal","AS Monaco","82","86","29000000","47000","RM","Right","3"
"200726","B. Lecomte","28","33354","186","78","France","AS Monaco","82","85","20000000","42000","GK","Left","1"
"209989","T. Partey","26","34133","185","77","Ghana","AtlĂ©tico Madrid","82","85","27000000","68000","CM","Right","2"
"211748","K. Demirbay","25","34153","182","72","Germany","Bayer 04 Leverkusen","82","85","27500000","75000","CM","Left","4"
"197061","J. Matip","27","33458","194","90","Cameroon","Liverpool","82","84","23000000","99000","CB","Right","2"
"202651","Suso","25","34292","176","70","Spain","Milan","82","84","27000000","56000","RW","Left","3"
"204639","S. SaviÄ‡","28","33246","187","79","Montenegro","AtlĂ©tico Madrid","82","84","22500000","65000","CB","Right","2"
"205452","A. RĂĽdiger","26","34031","190","85","Germany","Chelsea","82","84","24000000","115000","CB","Right","2"
"209960","Pacheco","27","33742","186","81","Spain","Deportivo AlavĂ©s","82","84","18500000","27000","GK","Left","1"
"210243","Ricardo Pereira","25","34248","175","70","Portugal","Leicester City","82","84","23500000","89000","RB","Right","4"
"211256","N. Tagliafico","26","33847","172","65","Argentina","Ajax","82","84","23500000","27000","LB","Left","3"
"223952","David Soria","26","34063","192","85","Spain","Getafe CF","82","84","19500000","26000","GK","Right","1"
"178750","Sergio Asenjo","30","32687","189","87","Spain","Villarreal CF","82","83","17000000","33000","GK","Right","1"
"189575","Muniain","26","33957","170","66","Spain","Athletic Club de Bilbao","82","83","26000000","35000","CAM","Right","3"
"192318","M. GĂ¶tze","27","33758","176","75","Germany","Borussia Dortmund","82","83","26000000","98000","CF","Right","4"
"193283","T. Delaney","27","33484","182","79","Denmark","Borussia Dortmund","82","83","23000000","82000","CDM","Left","4"
"193698","O. Baumann","29","33026","187","82","Germany","TSG 1899 Hoffenheim","82","83","18000000","39000","GK","Right","1"
"195093","Willian JosĂ©","27","33565","189","93","Brazil","Real Sociedad","82","83","26000000","44000","ST","Right","4"
"199564","Sergi Roberto","27","33641","178","68","Spain","FC Barcelona","82","83","22000000","155000","RB","Right","3"
"200536","N. Schulz","26","34060","181","83","Germany","Borussia Dortmund","82","83","22500000","82000","LWB","Left","1"
"200610","K. Volland","26","33815","179","83","Germany","Bayer 04 Leverkusen","82","83","26500000","85000","ST","Left","2"
"200724","Nacho FernĂˇndez","29","32891","180","76","Spain","Real Madrid","82","83","21000000","165000","CB","Right","2"
"201305","Gabriel Paulista","28","33203","187","79","Brazil","Valencia CF","82","83","21500000","46000","CB","Right","2"
"202562","J. Roussillon","26","33975","175","80","France","VfL Wolfsburg","82","83","22500000","56000","LB","Left","3"
"203263","H. Maguire","26","34033","194","100","England","Manchester United","82","83","23000000","125000","CB","Right","2"
"203486","T. Hazard","26","34057","175","71","Belgium","Borussia Dortmund","82","83","26000000","90000","RM","Right","2"
"208448","E. Forsberg","27","33534","179","74","Sweden","RB Leipzig","82","83","25500000","67000","CAM","Right","4"
"208574","F. KostiÄ‡","26","33909","184","82","Serbia","Eintracht Frankfurt","82","83","26000000","49000","LM","Left","2"
"216409","M. Politano","25","34184","171","67","Italy","Inter","82","83","26500000","77000","RM","Left","4"
"216547","Rafa","26","34106","172","66","Portugal","SL Benfica","82","83","26000000","21000","LM","Right","3"
"24630","Pepe Reina","36","30194","188","92","Spain","Milan","82","82","3700000","26000","GK","Right","1"
"53302","D. De Rossi","35","30521","184","83","Italy","Boca Juniors","82","82","7000000","23000","CDM","Right","2"
"106231","Aduriz","38","29628","182","78","Spain","Athletic Club de Bilbao","82","82","8000000","29000","ST","Right","3"
"146536","JesĂşs Navas","33","31372","170","60","Spain","Sevilla FC","82","82","13500000","26000","RM","Right","2"
"146562","Santi Cazorla","34","31029","168","65","Spain","Villarreal CF","82","82","11000000","45000","CM","Right","3"
"156519","H. Herrera","29","32982","185","80","Mexico","AtlĂ©tico Madrid","82","82","21500000","70000","CM","Right","3"
"158963","L. Biglia","33","31442","178","63","Argentina","Milan","82","82","11000000","49000","CDM","Right","4"
"164835","L. FabiaĹ„ski","34","31155","190","83","Poland","West Ham United","82","82","9500000","75000","GK","Right","1"
"168354","E. Viviano","33","31382","195","90","Italy","Sporting CP","82","82","12000000","15000","GK","Left","1"
"178088","Juan Mata","31","32261","170","63","Spain","Manchester United","82","82","19500000","135000","CAM","Left","3"
"178509","O. Giroud","32","31685","193","92","France","Chelsea","82","82","17500000","140000","ST","Left","3"
"179645","S. KjĂ¦r","30","32593","191","84","Denmark","Sevilla FC","82","82","18000000","24000","CB","Right","2"
"180403","Willian","30","32364","175","78","Brazil","Chelsea","82","82","21000000","140000","RW","Right","4"
"181786","V. Ä†orluka","33","31448","192","84","Croatia","Lokomotiv Moscow","82","82","10500000","1000","CB","Right","3"
"184200","M. ArnautoviÄ‡","30","32617","192","83","Austria","Shanghai SIPG FC","82","82","21500000","29000","ST","Right","4"
"184941","A. SĂˇnchez","30","32496","169","62","Chile","Manchester United","82","82","21000000","150000","LW","Right","3"
"184942","Giuliano","29","33024","172","68","Brazil","Al Nassr","82","82","21500000","59000","CAM","Right","4"
"185103","A. Kolarov","33","31361","187","81","Serbia","Roma","82","82","10000000","52000","LB","Left","3"
"186627","M. Balotelli","28","33097","189","88","Italy","Brescia","82","82","23000000","27000","ST","Right","4"
"187754","Marlos","31","32301","174","69","Ukraine","Shakhtar Donetsk","82","82","19500000","1000","RM","Left","3"
"188803","Taison","31","32155","172","64","Brazil","Shakhtar Donetsk","82","82","19500000","1000","CAM","Right","3"
"189068","B. Dost","30","32659","196","89","Netherlands","Sporting CP","82","82","21500000","23000","ST","Right","2"
"189125","G. Bonaventura","29","32742","181","75","Italy","Milan","82","82","21500000","56000","CM","Right","3"
"189505","Pedro","31","31986","169","65","Spain","Chelsea","82","82","19500000","140000","RW","Right","5"
"189805","L. de Jong","28","33112","188","86","Netherlands","Sevilla FC","82","82","23000000","29000","ST","Right","2"
"190813","S. El Shaarawy","26","33904","178","72","Italy","Shanghai Greenland Shenhua FC","82","82","24000000","29000","LW","Right","5"
"191740","Ander Herrera","29","32734","182","73","Spain","Paris Saint-Germain","82","82","21500000","100000","CM","Right","4"
"193348","X. Shaqiri","27","33521","169","72","Switzerland","Liverpool","82","82","23000000","120000","RW","Left","4"
"193525","MĂˇrio Fernandes","28","33135","187","80","Russia","PFC CSKA Moscow","82","82","19000000","1000","RWB","Right","3"
"197655","S. Coates","28","33153","196","92","Uruguay","Sporting CP","82","82","19500000","20000","CB","Right","2"
"198951","C. Bakambu","28","33339","182","74","DR Congo","Beijing Sinobo Guoan FC","82","82","23000000","34000","ST","Right","3"
"202371","T. Meunier","27","33493","191","90","Belgium","Paris Saint-Germain","82","82","20000000","87000","RB","Right","4"
"202857","K. Bellarabi","29","32971","184","81","Germany","Bayer 04 Leverkusen","82","82","21500000","89000","RW","Right","4"
"207494","J. Lingard","26","33953","175","62","England","Manchester United","82","82","24000000","135000","CAM","Right","3"
"208808","Q. Promes","27","33607","174","72","Netherlands","Ajax","82","82","23000000","32000","LW","Right","4"
"208830","J. Vardy","32","31788","179","74","England","Leicester City","82","82","17500000","115000","ST","Right","3"
"215333","D. Zapata","28","33329","189","88","Colombia","Atalanta","82","82","23000000","80000","ST","Right","3"
"216475","Morales","31","31981","180","70","Spain","Levante UD","82","82","20000000","39000","ST","Right","4"
"230168","Raphaelito Anjos","31","32202","190","85","Brazil","GrĂŞmio","82","82","14000000","32000","GK","Right","1"
"230225","Juiano Mestres","35","30741","181","82","Brazil","Cruzeiro","82","82","6500000","28000","CB","Right","3"
"230258","Rosberto Dourado","31","32202","175","70","Brazil","AtlĂ©tico Mineiro","82","82","17000000","46000","CDM","Right","1"
"245309","E. Schetino","27","33663","185","80","Uruguay","Uruguay","82","82","0","0","CB","Right","2"
"245313","J. Sildero","27","33663","177","75","Uruguay","Uruguay","82","82","0","0","CAM","Right","4"
"231478","L. MartĂ­nez","21","35664","174","81","Argentina","Inter","81","89","27000000","61000","ST","Right","4"
"234906","H. Aouar","21","35976","175","70","France","Olympique Lyonnais","81","89","26000000","59000","CM","Right","4"
"235569","T. Ndombele","22","35427","181","76","France","Tottenham Hotspur","81","89","26000000","87000","CM","Right","3"
"240130","Ă‰der MilitĂŁo","21","35813","186","78","Brazil","Real Madrid","81","88","23000000","105000","CB","Right","2"
"205659","A. Cragno","25","34513","184","78","Italy","Cagliari","81","87","18000000","30000","GK","Right","1"
"221363","D. van de Beek","22","35538","184","74","Netherlands","Ajax","81","87","24500000","24000","CAM","Right","3"
"221660","V. LindelĂ¶f","24","34532","187","80","Sweden","Manchester United","81","87","22000000","97000","CB","Right","3"
"222509","Dani Ceballos","22","35284","179","70","Spain","Arsenal","81","87","24000000","82000","CM","Right","2"
"226456","Pablo Fornals","23","35117","178","67","Spain","West Ham United","81","87","24500000","82000","CAM","Right","1"
"208333","E. Can","25","34346","184","82","Germany","Juventus","81","86","23000000","110000","CM","Right","4"
"211688","GayĂ ","24","34844","172","66","Spain","Valencia CF","81","86","21000000","35000","LB","Left","4"
"236632","David Neres","22","35492","175","66","Brazil","Ajax","81","86","24000000","26000","LW","Left","2"
"210406","P. ZieliĹ„ski","25","34474","180","75","Poland","Napoli","81","85","22500000","71000","CM","Right","5"
"215316","G. Rulli","27","33744","189","84","Argentina","Montpellier HSC","81","85","16000000","32000","GK","Right","1"
"199503","G. Xhaka","26","33874","185","82","Switzerland","Arsenal","81","84","21500000","94000","CM","Left","3"
"201400","Rafinha","26","34012","174","71","Brazil","FC Barcelona","81","84","22000000","160000","CAM","Left","2"
"201455","G. Kondogbia","26","34015","188","80","Central African Rep.","Valencia CF","81","84","21500000","45000","CM","Left","2"
"204923","M. Sabitzer","25","34410","177","77","Austria","RB Leipzig","81","84","22500000","59000","CAM","Right","4"
"205988","L. Shaw","23","34892","181","75","England","Manchester United","81","84","20000000","97000","LB","Left","3"
"207877","J. MartĂ­nez","26","34108","170","69","Venezuela","Atlanta United","81","84","22500000","14000","ST","Right","3"
"208135","A. DoucourĂ©","26","33970","184","76","France","Watford","81","84","20000000","73000","CDM","Right","3"
"226790","W. Ndidi","22","35415","183","74","Nigeria","Leicester City","81","84","20500000","74000","CDM","Right","4"
"200316","T. Horn","26","34101","192","90","Germany","1. FC KĂ¶ln","81","83","15500000","28000","GK","Left","1"
"204638","W. Orban","26","33911","186","83","Hungary","RB Leipzig","81","83","19000000","57000","CB","Right","2"
"206467","A. Plea","26","34038","181","79","France","Borussia MĂ¶nchengladbach","81","83","22000000","41000","ST","Right","3"
"207791","Y. Poulsen","25","34500","193","78","Denmark","RB Leipzig","81","83","22000000","65000","ST","Right","3"
"207807","R. Fraser","25","34389","163","70","Scotland","Bournemouth","81","83","21500000","76000","LM","Right","3"
"207862","M. Ginter","25","34353","191","89","Germany","Borussia MĂ¶nchengladbach","81","83","19500000","33000","CB","Right","3"
"209889","R. Guerreiro","25","34325","170","71","Portugal","Borussia Dortmund","81","83","21500000","79000","LM","Left","3"
"212814","JoĂŁo MĂˇrio","26","33988","179","73","Portugal","Inter","81","83","21500000","74000","CAM","Right","4"
"213874","Thiago Mendes","27","33678","177","80","Brazil","Olympique Lyonnais","81","83","19000000","73000","CDM","Right","3"
"216145","A. Izzo","27","33665","183","78","Italy","Torino","81","83","18500000","51000","CB","Right","2"
"216352","M. BrozoviÄ‡","26","33924","181","68","Croatia","Inter","81","83","19500000","68000","CDM","Right","4"
"190544","A. LjajiÄ‡","27","33510","182","74","Serbia","BeĹźiktaĹź JK","81","82","20500000","80000","CAM","Right","4"
"193165","J. Corona","26","33975","173","62","Mexico","FC Porto","81","82","21000000","19000","RM","Right","5"
"199575","Jordi Masip","30","32511","180","76","Spain","Real Valladolid CF","81","82","14000000","21000","GK","Right","1"
"204120","T. VaclĂ­k","30","32596","188","85","Czech Republic","Sevilla FC","81","82","14000000","18000","GK","Right","1"
"206304","L. MilivojeviÄ‡","28","33335","186","80","Serbia","Crystal Palace","81","82","17500000","66000","CDM","Right","2"
"208093","Gerard Moreno","27","33701","180","77","Spain","Villarreal CF","81","82","21000000","45000","ST","Left","4"
"223689","W. Weghorst","26","33823","197","84","Netherlands","VfL Wolfsburg","81","82","21000000","62000","ST","Right","3"
"20775","Quaresma","35","30585","175","67","Portugal","BeĹźiktaĹź JK","81","81","8000000","59000","RM","Right","4"
"112316","J. Mathieu","35","30618","189","84","France","Sporting CP","81","81","5500000","13000","CB","Left","2"
"138412","J. Milner","33","31416","175","70","England","Liverpool","81","81","10500000","105000","CM","Right","4"
"142707","L. LĂłpez","36","30377","174","72","Argentina","Racing Club","81","81","6500000","25000","ST","Right","4"
"159145","B. Gomis","33","31265","184","77","France","Al Hilal","81","81","11000000","56000","ST","Right","4"
"162240","M. DembĂ©lĂ©","31","31974","185","85","Belgium","Guangzhou R&F FC","81","81","15000000","23000","CM","Left","3"
"162895","Cesc FĂ bregas","32","31901","179","77","Spain","AS Monaco","81","81","13500000","50000","CM","Right","3"
"163489","A. Consigli","32","31804","189","82","Italy","Sassuolo","81","81","11000000","48000","GK","Right","1"
"165229","L. Koscielny","33","31300","186","75","France","FC Girondins de Bordeaux","81","81","8500000","39000","CB","Right","2"
"168530","Jardel","33","31500","192","86","Brazil","SL Benfica","81","81","8500000","18000","CB","Right","2"
